"dptm","name","img_name","position","clinic","학력사항","경력사항","학회활동","수상이력","해외연수","","","","","","","","","","","","","","","",""
"신경외과","김대현","김대현 교수.jpg","교수","내시경 척추수술(양방향, 단방향 내시경), 디스크 및 척추협착증, 척추전방전위증, 척추/척수종양, 후종인대 골화증, 최소상처척추수술, 척추손상, 말초신경질환(손목터널증후군)","1982.03~1988.02경북대학교 의과대학	학사
1990.03~1992.08경북대학교 대학원 의학과	석사
1997.03~1999.02경북대학교 대학원 의학과	박사","1988.03~1989.02경북대학교병원	인턴
1989.03~1993.02경북대학교병원 신경외과	전공의
1994.04~1996.04국군대구병원 신경외과	신경외과 과장
1996.04~1997.02문경제일병원 신경외과	신경외과과장
1997.3~1998.2경북대학교병원 신경외과	신경외과 전임의
1998.03~1998.12혜원성모병원 신경외과	신경외과 과장
1999.04~2002.02제일신경외과의원	원장
2002.03~현재대구가톨릭대학교병원 신경외과	교수","2022.10 ~ 현재대한신경외과학회 수련교육이사/위원장
2020.10 ~ 2022.10대한신경외과학회 수련교육이사/위원장
2020.12 ~ 2021.12대한최소침습척추학회 회장
2011.09 ~ 현재대한척추신경외과학회 상임이사
2020.05 ~ 현재대한신경손상학회 상임이사
2015.01 ~ 2015.01대한말초신경학회 회장
2013.12 ~ 현재AO spine Asian-Pacific Society Korea Delegate
2016.01 ~ 2016.12대구-경북 신경외과학회 회장","2023.02보건복지부장관 표창-‘의사인력양성 유공자’
2020.09대한신경손상학회 라미학술상(최우수 논문상)
2020.01대한말초신경학회 최우수논문발표상
2019.05제7회 아시안최소침습척추학회 최우수포스터상
2010.11대한신경외과학회지 우수심사위원상
2009.09대한척추신경외과학회 최우수논문상(라미학술상)","2004.03~2005.02Dept of NS, NYU(Newyork Univ.) USA
2005.03~2006.02Dept of NS, Chicago Univ. USA","Neurology in Clinical Practice 5th Edition, 2008.
The textbook of SPINE, 2008
Surgical Atlas of Spine 2010
Minimally Invasive Spine Surgery, 2012
The textbook of SPINE, 2nd Edition, 2013
The textbook of SPINE, 3rd Edition, 2018
Unilateral Biportal Endoscopic Spine Surgery: Basic and Advanced Technique, 2022
Core Techniques of Minimally Invasive Spine Surgery, 2023
Advanced Techniques of Endoscopic Cervical & Thoracic Spine Surgery, 2023 edition
The textbook of SPINE, 4th Edition, 2023","","","","","","","","","","","","","","",""
"신경외과","조재훈","조재훈 교수 신경외과 (1).jpg","교수","뇌혈관질환(뇌졸중), 혈관내수술","경북의대졸업","대구파티마병원 전공의
울산동강병원 과장
대구파티마병원 신경외과 과장
서울대학병원 임상강사
고신대학교복음병원 신경외과 부교수
대구가톨릭대학교병원 신경외과 부교수","대한 신경외과학회 정회원
대한 뇌혈관외과 학회 정회원, 운영위원
대한 신경중재 치료의학회 정회원
대한 혈관내 수술치료의학회 정회원
대한 신경외과학회지 심사위원","","","","","","","","","","","","","","","","","",""
"신경외과","김영돈","김영돈 교수 신경외과 (1).jpg","교수","뇌혈관질환, 두부외상","경북대학교 의과대학 및 동 대학원 졸업","경북대학교 신경외과 레지던트
경북대학교 신경외과 전임의
대구가톨릭대학교 의과대학 전임강사, 부교수
대구가톨릭대학교병원 신경외과 교수","대한의사협회
대한신경외과학회
대한뇌혈관외과학회","","","","","","","","","","","","","","","","","",""
"신경외과","김기홍","김기홍 교수 신경외과 (1).jpg","교수","뇌종양, 두부외상, 소아신경외과","경북의대졸업
의학석사","경북대학교병원 신경외과 전공의
서울아산병원 신경외과 임상강사
현 대구가톨릭대학교병원 의과대학 부교수","","","","","","","","","","","","","","","","","","",""
"신경외과","김광렬","웹_김광렬 교수.jpg","교수","퇴행성 척추질환, 척추외상 및 골절, 척수종양, 척추감염, 말초신경질환","2004년 3월~2010년 2월계명대학교 의과대학 학사
2011년 9월~2013년 8월계명대학교 의과대학원 석사","2010년 3월~2015년 2월계명대학교 동산의료원 인턴 및 레지던트
2015년 4월~2016년 4월울릉군보건의료원 과장
2016년 4월~2018년 4월상주적십자병원 과장
2018년 5월~2019년 2월계명대학교 동산의료원 임상강사
2019년 3월~2020년 2월연세대학교 강남세브란스병원 임상연구 조교수
2020년 3월~2023년 2월가톨릭관동대학교 국제성모병원 조교수","대한신경외과학회 정회원
대한척추신경외과학회 종신회원
대한신경손상학회 정회원
대한최소침습척추학회 회원
대한척추신경외과 기초연구회 정회원
대한신경통증학회 회원
대한경추연구학회 회원
대한척추변형연구회 회원
대한바이오스파인 정회원
AO Spine회원","2019년 9월 19일10th ASIA SPINE best presentation awards 나누리학술상
2022년 3월 11일2022 KSNS Spring Meeting·SRS Traditional Worldwide Course 우수학술상","","","","","","","","","","","","","","","","",""
"신장내과","이인희","이인희 교수 신장내과 (1).jpg","교수","만성콩팥병, 고혈압, 사구체신염, 투석, 이식","인제대학교 의학사
인제대학교 대학원 의학석사
인제대학교 대학원 의학박사","연세대학교 신촌세브란스병원 신장내과 연구강사
미국 휴스턴 베일러의대 연수
내과전문의, 신장내과 분과전문의, 중환자의학 세부전문의, 노년내과 인정의
대구가톨릭대학교 의과대학 교수","대한내과학회 정회원
대한신장학회 정회원
대한고혈압학회 정회원
미국신장학회 정회원
대한중환자의학회 평생회원","","","","","","","","","","","","","","","","","",""
"신장내과","조성","조성 교수 신장내과 (2).jpg","교수","부종, 신부전, 투석, 신장이식","2000~2007경북대학교 대학원 박사
1993~1995경북대학교 대학원 석사
1986~1992경북대학교 의과대학 학사","2021~현재대구가톨릭대학교병원 신장내과 교수
2013~2020성균관대학교 의과대학 교수
2001~2020삼성창원병원 진료과장","","","","","","","","","","","","","","","","","","",""
"신장내과","김성규","김성규 교수 신장내과 (1).jpg","교수","만성콩팥병, 사구체신염, 투석, 신장이식","대구가톨릭대학교 의과대학 의학과 학사","대구가톨릭대학교병원 인턴
대구가톨릭대학교병원 내과 전공의
대구가톨릭대학교병원 신장내과 전임의
서울성모병원 신장내과 임상강사
대구가톨릭대학교 병원 신장내과 임상조교수","대한내과학회 정회원
대한신장학회 정회원
대한이식학회 정회원
미국신장학회 정회원","","","","","","","","","","","","","","","","","",""
"신장내과","이병희","","전임의","","","","","","","","","","","","","","","","","","","","","",""
"심장혈관흉부외과","권오춘","권오춘 교수 흉부외과 (2).jpg","교수","후천성(성인)심장질환(관상동맥, 심장판막, 대동맥, 부정맥), 선천성 심장질환","경북대학교의과대학 졸업
의학박사, 전문의","미국 Alabama 대학 심장센터 국제전임의
대구가톨릭대학교병원 흉부외과 과장
대구가톨릭대학교 의과대학 주임교수
제16,17대 대구가톨릭대학교병원장 역임
현) 대한흉부외과학회 회장","대한순환기학회
관상동맥연구회
부정맥외과학회
심부전수술연구회
대한흉부외과학회 회장","","","","","","","","","","","","","","","","","",""
"심장혈관흉부외과","박기성","박기성 교수 흉부외과 (1).jpg","교수","폐암, 식도암, 일반흉부질환, 흉강경 수술(최소침습수술전문)","계명대학교의과대학 졸업
미국 시카고 대학 교환 교수(2007~2008)","대구가톨릭대학교병원 흉부외과 교수","대한흉부외과학회 간행위원
폐식도연구회
폐암연구회
기관식도학회","","","","","","","","","","","","","","","","","",""
"심장혈관흉부외과","배지훈","배지훈 교수 흉부외과 (1).jpg","교수","폐암, 식도암, 일반흉부질환,흉강경 수술","대구가톨릭의과대학 졸업
대구가톨릭의과대학 대학원 졸업","대구가톨릭대학병원 인턴, 전공의
함평 성심병원 흉부외과 과장
대구가톨릭대학병원 임상강사
서울 아산병원 임상강사
대구가톨릭대학교 의과대학 부교수
제1회 대한흉부외과학회 흉강경 연수교육 이수 (중국 상해)
일본 동경 Toranomon Hospital 연수 (폐암의 흉강경 절제술)","대한흉부외과학회
폐식도연구회
폐암연구회
기관식도학회","","","","","","","","","","","","","","","","","",""
"심장혈관흉부외과","장재석","장재석 교수.jpg","교수","심장외과, 대동맥","대구가톨릭대학교 의과대학 학사
대구가톨릭대학교 대학원 (석사 과정중)","대구가톨릭대학교병원 전공의
대구가톨릭대학교병원 흉부외과 임상강사
삼성서울병원 심장외과 임상강사
(현)대구가톨릭대학교병원 흉부외과 조교수","대한흉부외과학회 정회원","","","","","","","","","","","","","","","","","",""
"심장혈관흉부외과","조준우","조준우 교수 흉부외과 (1).jpg","교수","성인 심장 외과","2002.3.~2008.2.대구가톨릭대학교 의과대학	학사
2011.3.~2013.2.대구가톨릭대학교 대학원 의학과	석사","2008.3.~2009.02.대구가톨릭대학교병원	인턴
2009.03.~2013.02.대구가톨릭대학교병원 흉부외과	전공의
2016.05.~2017.02.대구가톨릭대학교병원 흉부외과	전임의
2017.03.~2018.02.서울아산병원 흉부외과	전임의
2018.03.~대구가톨릭대학교병원 흉부외과	조교수","2013.03.~대한흉부심장혈관외과학회	정회원","2014.10.이영균상","","","","","","","","","","","","","","","","",""
"심장혈관흉부외과","이철호","이철호 교수 흉부외과 (1).jpg","교수","성인심장외과","2004.3.~2010.2.대구가톨릭대학교 의과대학	학사
2012.3.~2019.2.대구가톨릭대학교 대학원 의학과	석사","2010.3.~2011.2.대구가톨릭대학교병원	인턴
2011.3.~2015.2.대구가톨릭대학교병원 흉부외과	전공의
2018.5.~2019.2.대구가톨릭대학교병원 흉부외과	전임의
2019.3.~2020.2.서울아산병원 흉부외과	임상강사
2020.3.~대구가톨릭대학교병원 흉부외과	임상조교수","대한흉부심장혈관외과 학회	정회원","","","","","","","","","","","","","","","","","",""
"심장혈관흉부외과","전윤호","전윤호 교수 흉부외과 (1).jpg","교수","폐암, 식도암, 일반흉부질환, 흉강경 수술, 다한증, 로봇수술","2004. 3. ~ 2011. 2.대구가톨릭대학교 의과대학	학사","2012. 3. ~ 2016. 2.대구가톨릭대학교병원 흉부외과 전공의
2019. 7. ~ 2020. 2.속초의료원 응급실 과장
2020. 3. ~ 2022. 2.서울아산병원 흉부외과 폐식도 임상강사
2020. 3. ~ 현재대구가톨릭대학교병원 흉부외과 임상교수요원","","","","","","","","","","","","","","","","","","",""
"심장혈관흉부외과","이섭","970135.jpg","교수","","1981. 3. ~ 1988. 2.경북대학교 의과대학 학사
1991. 3. ~ 1993. 2.고려대학교 대학원 흉부외과학 석사","1989. 3. ~ 1993. 2.국립의료원 흉부외과 전공의
1996. 5. ~ 1997. 2.세종병원 흉부외과 전임의
1997. 3. ~ 1997. 7.국립의료원 흉부외과 전공의
1997. 3. ~ 2000. 2.대구가톨릭대학교병원 흉부외과 전임의
2011. 3. ~ 2014. 7.대구가톨릭대학교병원 흉부외과장
2011. 3. ~ 2014. 9.대구가톨릭대학교 의과대학 흉부외과학주임교수
현재중환자실전담전문의
현재대구가톨릭대학교병원 중환자실장
현재대구가톨릭대학교병원 흉부외과 교수","","","","","","","","","","","","","","","","","","",""
"심장혈관흉부외과","윤태홍","","전임의","","2015년 3월~ 대구가톨릭대학교 의과대학 학사","2015년 3월~2016년 2월 대구가톨릭대학교병원 인턴
2016년 3월~2020년 2월&nbsp;대구가톨릭대학교병원 전공의
2020년 3월~2023년 3월&nbsp;국립목포병원 흉부외과장","2020년 3월~&nbsp;대한심장혈관흉부외과학회 정회원","","","","","","","","","","","","","","","","","",""
"안과","김숙영","김숙영 교수 안과 (1).jpg","교수","사시, 소아안과, 신경안과, 복시","1979. 3 ~1985 2경북대학교 의과대학	학사
1986. 3 ~ 1988. 2.경북대학교 대학원 의학과	석사
1988. 3 ~ 1991. 2경북대학교 대학원 의학과	박사","1985. 3 ~ 1986. 2경북대학교병원	수련의
1986. 3 ~ 1989. 2경북대학교병원 안과	전공의
1989. 3 ~ 1996. 6대구의료원 안과	과장
1997. 10 ~ 1999. 7.대구안과	과장
1999. 9 ~ 2002. 2.대구가톨릭대학교병원 안과	임상강사
2002. 3 ~ 2006.2대구가톨릭대학교병원 안과	조교수
2006. 3 ~ 2012.2대구가톨릭대학교병원 안과	부교수
2012. 3 ~ 현재대구가톨릭대학교병원 안과	교수
2018. 1 ~ 현재대구가톨릭대학교병원 안과	주임교수
2018. 1 ~ 현재대구가톨릭대학교병원 안과	과장","1989.3. ~ 현재대한안과학회	정회원
1999. 9~ 현재한국사시소아안과학회	정회원
2009. 9. ~ 현재한국신경안과학회	정회원
2007. 3 ~ 2010. 2한국사시소아안과학회	학술이사
2017. 10 ~2019. 9.한국신경안과학회	학회장","2016. 7. 8.대구광역시장 표창장
2018. 4. 6.보건복지부장관 표창장","1997. 7 ~ 1997. 9Jules Stein Eye Institute	USA
2003. 5. ~ 2003. 7Humboldt University of Berlin, Charite Hospital	German","","","","","","","","","","","","","","","",""
